cod_cliente_maestro,canal,subcanal,sucursal,dia_visita,id_geografia_fk,fecha_inicio_validez,fecha_fin_validez
65921,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65922,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
65923,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65926,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65927,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
65928,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
65929,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
65932,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65933,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65935,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65936,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65937,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65939,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
65940,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
65941,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65944,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
65945,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65946,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65947,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65950,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
65951,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
65952,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65958,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65959,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65962,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65967,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65968,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65969,CHARCUTERIA,CHARCUTERIA,N.A.,N.A.,,2025-08-27,9999-12-31
65973,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65974,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65976,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65978,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
65979,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65980,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65982,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65985,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65986,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65987,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65990,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65992,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65993,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65994,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
65998,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
660,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
66000,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66004,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66005,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66009,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66011,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66014,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66025,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66027,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66028,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66029,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66030,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66031,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66032,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66033,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66034,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66038,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66040,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66047,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66048,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66055,MAY,MAY,N.A.,N.A.,,2025-08-27,9999-12-31
66056,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66058,CHARCUTERIA,CHARCUTERIA,N.A.,N.A.,,2025-08-27,9999-12-31
66061,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66064,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66067,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66068,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66069,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66072,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66073,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66078,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66079,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66080,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66082,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66083,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66084,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66085,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66087,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66089,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
6609,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66090,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66091,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66092,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66094,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66096,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66097,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66098,MAY,MAY,N.A.,N.A.,,2025-08-27,9999-12-31
661,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
66101,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66103,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66109,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66112,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66118,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66120,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66121,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66124,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66126,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66127,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66128,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66129,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66130,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66131,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66133,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66135,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
66137,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66138,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66139,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66140,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66141,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66142,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66144,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66145,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66147,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66148,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66149,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66154,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66155,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66158,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66159,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66161,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66164,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66167,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66168,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66170,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66171,PS,VETERINARIA,N.A.,N.A.,,2025-08-27,9999-12-31
66172,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66173,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66174,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66175,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
66176,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66177,SSM,SSM,N.A.,N.A.,,2025-08-27,9999-12-31
66178,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66180,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66181,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66185,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66187,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
66188,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
66189,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
66190,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66191,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66192,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66193,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66194,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66195,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
66197,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66198,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66199,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66202,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
66203,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66204,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66205,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66206,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66208,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
66209,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66211,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66212,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66217,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66218,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66220,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66225,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66226,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66229,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66231,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66232,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66233,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66234,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
66235,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66236,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66237,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66238,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66239,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
6624,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66240,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66241,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66242,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66243,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66244,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66245,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66246,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
66247,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66248,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66250,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66251,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66253,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66254,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66255,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
66256,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66257,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66258,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66259,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66261,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66262,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66263,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66264,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
66266,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66269,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
6627,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
66274,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66275,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66277,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66278,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66279,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
66280,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66281,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66282,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66283,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66285,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66286,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66287,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66288,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66289,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
66290,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66292,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66293,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66294,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66295,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66296,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66297,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
6630,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66300,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66305,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66306,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66307,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66308,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66309,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
6631,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66310,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66311,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
66314,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
66316,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66317,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66322,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66324,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66325,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66326,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66329,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66340,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66341,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66342,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66343,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66344,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66345,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66346,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66347,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66348,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66350,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66351,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66352,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
66354,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66356,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66359,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
6636,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
66360,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66361,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66365,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66366,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66367,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66368,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66369,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66370,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66372,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66373,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66375,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66376,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66378,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66380,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66381,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66382,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66383,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
66384,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66386,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66387,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66388,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66389,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66390,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66391,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66392,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66393,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66394,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66395,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66396,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66397,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66398,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66399,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
664,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66400,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66403,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
66405,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
66406,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66407,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66411,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66412,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66413,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66414,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66415,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66416,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66418,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66420,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
66421,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66422,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66423,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66424,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66425,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66426,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66427,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66428,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66430,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66433,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66434,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66435,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66436,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66438,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66439,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
66440,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66441,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66442,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66443,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66444,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66445,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66446,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66447,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
66448,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
66449,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
66450,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66451,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
66452,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66454,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66455,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66457,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66458,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66460,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66461,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66466,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66467,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
66468,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66469,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
6647,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66471,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66472,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
66473,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66474,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66475,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66476,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66477,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
6648,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
66481,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
66483,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66484,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66485,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66487,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66489,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66491,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66492,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66495,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66496,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66498,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66499,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66500,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66501,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66504,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66505,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66506,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66508,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66509,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66511,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66512,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66513,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66517,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66518,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66519,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66520,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66521,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66522,MM,MM,N.A.,N.A.,,2025-08-27,9999-12-31
66523,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66524,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66525,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66526,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66528,PS,PET SHOP,N.A.,N.A.,,2025-08-27,9999-12-31
66529,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66530,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66531,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66532,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
66533,TAT,TAT,N.A.,N.A.,,2025-08-27,9999-12-31
