codigo_erp,referencia,categoria_gestion,subcategoria_1_gestion,subcategoria_2_gestion,descripcion_guia,clasificacion_py,equivalencia_py,peso_neto
1337019A00,632162,UTENSILIOS DE LIMPIEZA,ESPONJAS,ALAMBRE,ALAMBRE BON BRIL X24DPX18UND,N.A.,N.A.,0
1337019B01,632162,UTENSILIOS DE LIMPIEZA,ESPONJAS,ALAMBRE,BONIF ALAMBRE BON BRIL X24DPX18UND,N.A.,N.A.,0
1337022A00,300483,UTENSILIOS DE LIMPIEZA,ESPONJAS,LIMPIADORAS,ESPONJILLA BON BRIL X12DPX12U,N.A.,N.A.,0
1337025A00,300506,UTENSILIOS DE LIMPIEZA,PAÑOS,MALLA,MALLA BON BRIL MULTIUSOS 60DX2U,N.A.,N.A.,0
1337031A00,603162,UTENSILIOS DE LIMPIEZA,ESPONJAS,LIMPIADORAS,ALAMBRE BON BRIL SUJETADOR X1DX3U,N.A.,N.A.,0
1337034A00,301578,UTENSILIOS DE LIMPIEZA,ESPONJAS,LIMPIADORAS,BORRADOR MAGICO BON BRIL X1DX1U,N.A.,N.A.,0
1337037A00,368889,UTENSILIOS DE LIMPIEZA,ESPONJAS,LIMPIADORAS,MULTIESPONJA BON BRIL X1DX1U,N.A.,N.A.,0
14.03.01.001,14.03.01.001,SALSAS,SALSA ROSADA,SALSA ROSADA,ROSADA 200 G CLASICA LA HUERTA DOYPACK,CLASICA,14.03.01.001,200
14.03.01.002,14.03.01.002,SALSAS,SALSA ROSADA,SALSA ROSADA,ROSADA 400 G CLASICA LA HUERTA DOYPACK,CLASICA,14.03.01.002,400
14.03.01.005,14.03.01.005,SALSAS,SALSA ROSADA,SALSA ROSADA,ROSADA 200 G CLASICA LA HUERTA DOYPACK X48UND,CLASICA,14.03.01.005,200
14.03.01.006,14.03.01.006,SALSAS,SALSA ROSADA,SALSA ROSADA,ROSADA 400 G CLASICA LA HUERTA DOYPACK X24 UND,CLASICA,14.03.01.006,400
14.04.01.001,14.04.01.001,SALSAS,SALSA ROSADA,SALSA ROSADA,ROSADA 200 G CLASICA NONA PEPA DOYPACK,CLASICA,14.04.01.001,200
14.04.01.002,14.04.01.002,SALSAS,SALSA ROSADA,SALSA ROSADA,ROSADA 400 G CLASICA NONA PEPA DOYPACK,CLASICA,14.04.01.002,400
14.04.01.003,14.04.01.003,SALSAS,SALSA ROSADA,SALSA ROSADA,ROSADA 800 G CLASICA NONA PEPA DOYPACK,CLASICA,14.04.01.003,800
14.04.01.004.,14.04.01.004.,SALSAS,SALSA ROSADA,SALSA ROSADA,ROSADA 3350 G CLASICA NONA PEPA BOLSA,CLASICA,14.04.01.004.,3350
14.04.01.005,14.04.01.005,SALSAS,SALSA ROSADA,SALSA ROSADA,ROSADA 1.650 G CLASICA NONA PEPA DOYPACK,CLASICA,14.04.01.005,1650
14.04.01.006,14.04.01.006,SALSAS,SALSA ROSADA,SALSA ROSADA,ROSADA 3350 G LA ECONOMICA NONA PEPA,ECONOMICA,14.04.01.006,3350
14.04.01.009,14.04.01.009,SALSAS,SALSA ROSADA,SALSA ROSADA,ROSADA 90 G DISPLAY *6 NONA PEPA SACHET,CLASICA,14.04.01.009,540
14.04.01.010,14.04.01.010,SALSAS,SALSA ROSADA,SALSA ROSADA,ROSADA 90 G DISPLAY *12 NONA PEPA SACHET,CLASICA,14.04.01.010,1080
14.04.01.011,14.04.01.011,SALSAS,SALSA ROSADA,SALSA ROSADA,ROSADA 200 G CLASICA NONA PEPA DOYPACK X48 UND,CLASICA,14.04.01.011,200
14.04.01.012,14.04.01.012,SALSAS,SALSA ROSADA,SALSA ROSADA,ROSADA 400 G CLASICA NONA PEPA DOYPACK X24UND,CLASICA,14.04.01.012,400
14.04.01.013,14.04.01.013,SALSAS,SALSA ROSADA,SALSA ROSADA,ROSADA 800 G CLASICA NONA PEPA DOYPACK X12 UND,CLASICA,14.04.01.013,800
14.04.01.014,14.04.01.014,SALSAS,SALSA ROSADA,SALSA ROSADA,ROSADA 3350 G CLASICA NONA PEPA BOLSA X4 UND,CLASICA,14.04.01.014,3350
14.04.01.015,14.04.01.015,SALSAS,SALSA ROSADA,SALSA ROSADA,ROSADA 3350 G LA ECONOMICA NONA PEPA X4 UND,ECONOMICA,14.04.01.015,3350
15.03.01.001,15.03.01.001,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA 250 G CLASICA LA HUERTA DOYPACK,CLASICA,15.03.01.001,250
15.03.01.002,15.03.01.002,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA 500 GR CLASICA LA HUERTA DOYPACK,CLASICA,15.03.01.002,500
15.03.01.004,15.03.01.004,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA 4000 G CLASICA LA HUERTA BOLSA,CLASICA,15.03.01.004,4000
15.03.01.005,15.03.01.005,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA 250 G CLASICA LA HUERTA DOYPACK X48 UND,CLASICA,15.03.01.005,250
15.03.01.006,15.03.01.006,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA 500 GR CLASICA LA HUERTA DOYPACK X24 UND,CLASICA,15.03.01.006,500
15.04.01,15.04.01,SALSAS,MOSTAZA,MOSTAZA,EXP MOSTAZA 4000 GR LA ECONOMICA NONA PEPA BOLSA,ECONOMICA,15.04.01,4000
15.04.01.,15.04.01.,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA 250 G NONA PEPA DOYPACK,CLASICA,15.04.01.,250
15.04.01.001,15.04.01.001,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA 250 G CLASICA NONA PEPA DOYPACK,CLASICA,15.04.01.001,250
15.04.01.002,15.04.01.002,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA 500 G CLASICA NONA PEPA DOYPAC,CLASICA,15.04.01.002,500
15.04.01.003,15.04.01.003,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA 1000 G CLASICA NONA PEPA DOYPACK,CLASICA,15.04.01.003,1000
15.04.01.004,15.04.01.004,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA 4000 G CLASICA NONA PEPA BOLSA,CLASICA,15.04.01.004,4000
15.04.01.006,15.04.01.006,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA 4000 GR LA ECONOMICA NONA PEPA BOLSA,ECONOMICA,15.04.01.006,4000
15.04.01.006.,15.04.01.006.,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA 4000 GR LA ECONOMICA NONA PEPA BOLSA,ECONOMICA,15.04.01.006.,4000
15.04.01.009,15.04.01.009,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA 370 GR PREMIUM PET NONA PEPA,PREMIUM,15.04.01.009,370
15.04.01.010,15.04.01.010,SALSAS,MOSTAZA,SACHET 90G,MOSTAZA 90 GR NONA PEPA DISPLAY PAGUE 12 LLEVE 13 SACHET,ESTANDAR,15.04.01.010,1080
15.04.01.011,15.04.01.011,SALSAS,MOSTAZA,SACHET 90G,MOSTAZA 90 GR NONA PEPA DISPLAY * 6 SACHET,CLASICA,15.04.01.011,540
15.04.01.012,15.04.01.012,SALSAS,MOSTAZA,SACHET 90G,MOSTAZA 90 GR NONA PEPA DISPLAY * 12 SACHET,CLASICA,15.04.01.012,1080
15.04.01.013,15.04.01.013,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA 4000 GR LA ECONOMICA NONA PEPA * 4UND,ECONOMICA,15.04.01.013,4000
15.04.01.014,15.04.01.014,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA 4000 G CLASICA NONA PEPA * 4UND,CLASICA,15.04.01.014,4000
15.04.01.015,15.04.01.015,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA 200 G CLASICA NONA PEPA DOYPACK,CLASICA,15.04.01.015,200
15.04.01.017,15.04.01.017,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA 200 G CLASICA NONA PEPA DOYPACK X48 UND,CLASICA,15.04.01.017,200
15.04.01.019,15.04.01.019,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA 500 G CLASICA NONA PEPA DOYPAC X24 UND,CLASICA,15.04.01.019,500
15.04.01.020,15.04.01.020,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA 1000 G CLASICA NONA PEPA DOYPACK X12 UND,CLASICA,15.04.01.020,1000
15.06.01.001,15.06.01.001,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA 4000 G CLASICA LOS PINOS BOLSA,CLASICA,15.06.01.001,4000
15.06.01.003,15.06.01.003,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA LOS PINOS 1.000GR X20UNID,CLASICA,15.06.01.003,1000
15.06.01.004,15.06.01.004,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA 4000 G CLASICA LOS PINOS BOLSA X4 UND,CLASICA,15.06.01.004,4000
15.06.01.005,15.06.01.005,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA LOS PINOS 1.000GR X12UNID,CLASICA,15.06.01.005,1000
15.07.01,15.07.01,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA 250 G  NAPOLI X 48 UND,CLASICA,15.07.01,250
15.07.01.003,15.07.01.003,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA NAPOLI PREMIUM 500 GRM DOYPACK,PREMIUM,15.07.01.003,500
15.08.01.002,15.08.01.002,SALSAS,MOSTAZA,MOSTAZA,MOSTAZA RINDE CON SABOR 4000 GRM GRANNY * 4UND,ECONOMICA,15.08.01.002,4000
16.01.01.004,16.01.01.004,SALSAS,BBQ,BBQ,BBQ 4000 G CLASICA NONA PEPA,CLASICA,16.01.01.004,4000
16.01.01.005,16.01.01.005,SALSAS,BBQ,BBQ,BBQ 2000 G CLASICA NONA PEPA,CLASICA,16.01.01.005,2000
16.03.01.001,16.03.01.001,SALSAS,BBQ,BBQ,BBQ 250 G CLASICA LA HUERTA DOYPACK,CLASICA,16.03.01.001,250
16.03.01.002,16.03.01.002,SALSAS,BBQ,BBQ,BBQ 500 G CLASICA LA HUERTA DOYPACK,CLASICA,16.03.01.002,500
16.03.01.005,16.03.01.005,SALSAS,BBQ,BBQ,BBQ 250 G CLASICA LA HUERTA DOYPACK X 48 UND,CLASICA,16.03.01.005,250
16.03.01.006,16.03.01.006,SALSAS,BBQ,BBQ,BBQ 500 G CLASICA LA HUERTA DOYPACK X 24 UND,CLASICA,16.03.01.006,500
16.04.01.,16.04.01.,SALSAS,BBQ,BBQ,BBQ 250 G  NONA PEPA DOYPACK,CLASICA,16.04.01.,250
16.04.01.001,16.04.01.001,SALSAS,BBQ,BBQ,BBQ 250 G CLASICA NONA PEPA DOYPACK,CLASICA,16.04.01.001,250
16.04.01.002,16.04.01.002,SALSAS,BBQ,BBQ,BBQ 500 G CLASICA NONA PEPA DOYPACK,CLASICA,16.04.01.002,500
16.04.01.006,16.04.01.006,SALSAS,BBQ,BBQ,BBQ 370 G PREMIUM NONA PEPA,PREMIUM,16.04.01.006,370
16.04.01.007,16.04.01.007,SALSAS,BBQ,SACHET 90G,BBQ 90 GR NONA PEPA DIPLAY PAGUE 12 LLEVE 13 SACHET,CLASICA,16.04.01.007,1170
16.04.01.008,16.04.01.008,SALSAS,BBQ,SACHET 90G,BBQ 90 GR NONA PEPA DIPLAY * 6 SACHET,CLASICA,16.04.01.008,540
16.04.01.009,16.04.01.009,SALSAS,BBQ,SACHET 90G,BBQ 90 GR NONA PEPA DIPLAY * 12 SACHET,CLASICA,16.04.01.009,1080
16.04.01.010,16.04.01.010,SALSAS,BBQ,BBQ,BBQ 4000 G CLASICA NONA PEPA * 4UND,CLASICA,16.04.01.010,4000
16.04.01.011,16.04.01.011,SALSAS,BBQ,BBQ,BBQ 250 G CLASICA NONA PEPA DOYPACK X48 UND,CLASICA,16.04.01.011,250
16.04.01.012,16.04.01.012,SALSAS,BBQ,BBQ,BBQ 500 G CLASICA NONA PEPA DOYPACK X 24UND,CLASICA,16.04.01.012,500
16.04.01.013,16.04.01.013,SALSAS,BBQ,SACHET 90G,BBQ 90 GR NONA PEPA SACHET X130 UND,CLASICA,16.04.01.013,90
16.04.01.014,16.04.01.014,SALSAS,BBQ,BBQ,BBQ 200 G CLASICA NONA PEPA DOYPACK X48 UND,CLASICA,16.04.01.014,200
16.04.02,16.04.02,SALSAS,BBQ,BBQ,BBQ 4000GR LA ECONOMICA  NONA PEPA,ECONOMICA,16.04.02,4000
16.04.02.001,16.04.02.001,SALSAS,BBQ,BBQ,BBQ 4000GR LA ECONOMICA  NONA PEPA,ECONOMICA,16.04.02.001,4000
16.04.02.001.,16.04.02.001.,SALSAS,BBQ,BBQ,BBQ 4000GR LA ECONOMICA  NONA PEPA,ECONOMICA,16.04.02.001.,4000
16.04.02.002,16.04.02.002,SALSAS,BBQ,BBQ,BBQ 4000GR LA ECONOMICA  NONA PEPA *4UND,ECONOMICA,16.04.02.002,4000
16.07.01.003,16.07.01.003,SALSAS,BBQ,BBQ,BBQ SABOR ORIGINAL 500 GR NAPOLI DOYPACK,ESTANDAR,16.07.01.003,500
16.07.02,16.07.02,SALSAS,BBQ,BBQ,BBQ 250 G  NAPOLI X 48 UND,CLASICA,16.07.02,250
16.08.01.002,16.08.01.002,SALSAS,BBQ,BBQ,BBQ RINDE CON SABOR 4000 GRM GRANNY *4 UND,ECONOMICA,16.08.01.002,4000
1601005A00,310007895,CARAMELOS,CARAMELOS BLANDOS,LECHE,BIG BEN CARAMELOX18DX100U,N.A.,N.A.,0
1601009A00,310005344,CARAMELOS,CARAMELOS BLANDOS,FRUTAL,FRUWI X18DX50U,N.A.,N.A.,0
1601010A00,310007743,CARAMELOS,CARAMELOS BLANDOS,FRUTAL,FRUWI X18DX100U,N.A.,N.A.,0
1601015A00,310005475,CARAMELOS,CARAMELOS BLANDOS,FRUTAL,FRUWI BALLS X12DX20U,N.A.,N.A.,0
1601019A00,310007936,CARAMELOS,CARAMELOS BLANDOS,FRUTAL,FRUWI CRUNCHY MAST(X2) 18DX100U,N.A.,N.A.,0
1601020A00,310007913,CARAMELOS,CARAMELOS BLANDOS,CAFE,CAFE GURME RELLENOX18DX100U,N.A.,N.A.,0
1601021A00,310006844,CARAMELOS,CARAMELOS BLANDOS,CAFE,CAFE GOURMETX36DX50U,N.A.,N.A.,0
1601022A00,310006765,CARAMELOS,CARAMELOS BLANDOS,FRUTAL,LOKIÑO MINIS FRUTALESX12DX12U,N.A.,N.A.,0
1601023A00,310006755,CARAMELOS,CARAMELOS BLANDOS,FRUTAL,LOKIÑO MINIS FRUTOS ROJOSX12DX12U,N.A.,N.A.,0
1601024A00,310008935,CARAMELOS,CARAMELOS BLANDOS,CAFE,CAFE GURME RELLENOX18DX110U,N.A.,N.A.,0
1601025A00,310005708,CARAMELOS,CARAMELOS BLANDOS,CARAMELOS BLANDOS,LOKIÑO BARRA SURTIDOX18DX50U,N.A.,N.A.,0
1601026A00,310009003,CARAMELOS,CARAMELOS DUROS,CAFE,CAFE GURME DUROX18DX100U,N.A.,N.A.,0
1601029A00,310006769,CARAMELOS,CARAMELOS BLANDOS,FRUTAL,LOKIÑO TRADICIONALX24DX100U,N.A.,N.A.,450
1601033A00,310001962,CARAMELOS,CARAMELOS BLANDOS,FRUTAL,LOKIÑO EN LINEA STDOX12DX24U,N.A.,N.A.,0
1601037A00,310007035,CARAMELOS,CARAMELOS BLANDOS,FRUTAL,SURTIDO PIÑATA MASTICABLE HALLOWEEN 12DX380GR,N.A.,N.A.,380
1601041A00,310007054,CARAMELOS,CARAMELOS BLANDOS,CARAMELOS BLANDOS,BARRILETE ARCOIRISX16DX24U,N.A.,N.A.,0
1601041B01,310007054,CARAMELOS,CARAMELOS BLANDOS,CARAMELOS BLANDOS,(EX)BARRILETE ARCOIRISX16DX24U,N.A.,N.A.,0
1601043A00,310008880,CARAMELOS,CARAMELOS BLANDOS,CARAMELOS BLANDOS,BARRILETE MUSICX18DX50U,N.A.,N.A.,0
1601044A00,310008878,CARAMELOS,CARAMELOS BLANDOS,CARAMELOS BLANDOS,BARRILETE GAMERSX18DX40U,N.A.,N.A.,0
1601045A00,310007634,CARAMELOS,CARAMELOS BLANDOS,CARAMELOS BLANDOS,BARRILETEX18DX40U,N.A.,N.A.,0
1601045B01,310007634,CARAMELOS,CARAMELOS BLANDOS,CARAMELOS BLANDOS,(EX)BARRILETEX18DX40U,N.A.,N.A.,0
1601047A00,310008866,CARAMELOS,CARAMELOS BLANDOS,CARAMELOS BLANDOS,BARRILETE CHOCOBARRITAX15DX24U,N.A.,N.A.,0
1601053A00,310005731,CARAMELOS,CARAMELOS BLANDOS,CARAMELOS BLANDOS,BARRILETE NAVIDAD X18DX40U,N.A.,N.A.,450
1601061A00,310005367,CARAMELOS,CARAMELOS BLANDOS,CARAMELOS BLANDOS,BARRILETE EXTRAX18DX40U,N.A.,N.A.,0
1601065A00,310005624,CARAMELOS,CARAMELOS BLANDOS,CARAMELOS BLANDOS,BARRILETE HALLOWEENX18DX40U,N.A.,N.A.,0
1601069A00,310005976,CARAMELOS,CARAMELOS POLVO,CARAMELOS POLVO,BARRILETE POLVOPOPS 12DX12U,N.A.,N.A.,0
1601069B01,310005976,CARAMELOS,CARAMELOS POLVO,CARAMELOS POLVO,EXP BARRILETE POLVOPOPS  12DX12U,N.A.,N.A.,0
1601073A00,310007935,CARAMELOS,CARAMELOS BLANDOS,YOGUR,YOGGER MAST RELLENO SURTX18DX100U,N.A.,N.A.,0
1601077A00,310006784,CARAMELOS,CARAMELOS POLVO,CARAMELOS POLVO,OKA LOKA FUSION X12DX12U,N.A.,N.A.,0
1601078A00,310008900,CARAMELOS,CARAMELOS POLVO,CARAMELOS POLVO,OKA LOKA FUSION X12DX15U,N.A.,N.A.,0
1601081A00,310006816,CARAMELOS,CARAMELOS BLANDOS,ACIDOS,OKA LOKA NANOS X12DX24U,N.A.,N.A.,0
1601085A00,310001936,CARAMELOS,CARAMELOS BLANDOS,ACIDOS,OKA LOKA NANOS X12DX12U,N.A.,N.A.,0
1601086A00,310005681,CARAMELOS,CARAMELOS BLANDOS,ACIDOS,OKA LOKA NANOS VERSUS 12DX24U,N.A.,N.A.,0
1601087A00,310005680,CARAMELOS,CARAMELOS BLANDOS,ACIDOS,OKA LOKA NANOS VERSUS 12DX6U,N.A.,N.A.,0
1601093A00,310008028,CARAMELOS,CARAMELOS BLANDOS,ACIDOS,OKA LOKA CARAMELO REVOLCONX12DX50U,N.A.,N.A.,0
1601097A00,310006932,CARAMELOS,CARAMELOS POLVO,CARAMELOS POLVO,OKA LOKA REVOLCON ATOMOS 24DX48U,N.A.,N.A.,0
1601101A00,310005400,OTROS,TURRONES,TURRONES,TURRON SUPERCOCOX24DX70GR,N.A.,N.A.,70
1601105A00,310007551,OTROS,TURRONES,TURRONES,TURRON SUPERCOCOX18DX100U,N.A.,N.A.,0
1601109A00,310007552,OTROS,TURRONES,TURRONES,TURRON SUPERCOCOX24DX50U,N.A.,N.A.,0
1601113A00,310005179,CARAMELOS,CARAMELOS BLANDOS,COCO,TIRUDITO SUPERCOCOX12DX50U,N.A.,N.A.,0
1601114A00,310007609,CARAMELOS,CARAMELOS BLANDOS,COCO,TIRUDITO SUPERCOCOX18DX40U,N.A.,N.A.,0
1601117A00,310006773,CARAMELOS,CARAMELOS BLANDOS,MENTAS,CHAO SANDIA (X2)18DX100U,N.A.,N.A.,0
1601118A00,310008886,CARAMELOS,CARAMELOS BLANDOS,MENTAS,CHAO SURTIDA FRUTAL (X2)18DX110U,N.A.,N.A.,0
1601121A00,310006779,CARAMELOS,CARAMELOS BLANDOS,MENTAS,CHAO SANDIA 24DX100U,N.A.,N.A.,0
1601121B01,310006779,CARAMELOS,CARAMELOS BLANDOS,MENTAS,BONIF CHAO SANDIA 24DX100U,N.A.,N.A.,0
1601125A00,310005057,CARAMELOS,CARAMELOS BLANDOS,MENTAS,MENTA CHAO SANDIA GRAGEADAX24DX100U,N.A.,N.A.,400
1601129A00,310007152,CARAMELOS,CARAMELOS BLANDOS,MENTAS,MENTA CHAO SANDIA EN LINEAX12DX24U,N.A.,N.A.,0
1601133A00,310004335,CARAMELOS,CARAMELOS BLANDOS,MENTAS,MENTA CHAO GRAGEADAX24DX100U,N.A.,N.A.,0
1601137A00,310006771,CARAMELOS,CARAMELOS BLANDOS,MENTAS,MENTA CHAO LIMON (X2) X18DX100U,N.A.,N.A.,0
1601137B01,310006771,CARAMELOS,CARAMELOS BLANDOS,MENTAS,BONIF MENTA CHAO LIMON (X2) X18DX100U,N.A.,N.A.,0
1601141A00,310004338,CARAMELOS,CARAMELOS BLANDOS,MENTAS,MENTA CHAO GRAGEADA LIMONX24DX100U,N.A.,N.A.,0
1601145A00,310007151,CARAMELOS,CARAMELOS BLANDOS,MENTAS,MENTA CHAO LIMON EN LINEAX12DX24U,N.A.,N.A.,0
1601149A00,310006772,CARAMELOS,CARAMELOS BLANDOS,MENTAS,MENTA CHAO FRESA (X2) X18DX100U,N.A.,N.A.,0
1601153A00,310004332,CARAMELOS,CARAMELOS BLANDOS,MENTAS,MENTA CHAO FRESA  GRAGEADAX24DX100U,N.A.,N.A.,400
1601156A00,310009176,CARAMELOS,CARAMELOS BLANDOS,MENTAS,MENTA CHAO SURTIDA EN LINEAX12DX24U,N.A.,N.A.,0
1601157A00,310007150,CARAMELOS,CARAMELOS BLANDOS,MENTAS,MENTA CHAO FRESA EN LINEAX12DX24U,N.A.,N.A.,0
1601161A00,310006770,CARAMELOS,CARAMELOS BLANDOS,MENTAS,CHAO MENTA (X2) X18DX100U,N.A.,N.A.,0
1601162A00,310007258,CARAMELOS,CARAMELOS DUROS,MENTAS,CHAO XTREME ORIGINALX24DX100U,N.A.,N.A.,0
1601163A00,310008808,CARAMELOS,CARAMELOS DUROS,MENTAS,CHAO XTREME SURTX18DX110U,N.A.,N.A.,0
1601165A00,310007149,CARAMELOS,CARAMELOS BLANDOS,MENTAS,MENTA CHAO EN LINEAX12DX24U,N.A.,N.A.,0
1601166A00,310006780,CARAMELOS,CARAMELOS BLANDOS,MENTAS,MENTA CHAO MORA AZULX24DX100U,N.A.,N.A.,0
1601167A00,310007184,CARAMELOS,CARAMELOS BLANDOS,MENTAS,MENTA CHAO MORA AZUL EN LINEAX12DX24U,N.A.,N.A.,0
1601168A00,310007256,CARAMELOS,CARAMELOS DUROS,MENTAS,CHAO XTREME MORA AZULX24DX100U,N.A.,N.A.,0
1601169A00,310008955,CARAMELOS,CARAMELOS BLANDOS,MENTAS,MENTA CHAO TUBO FRESA LIMONX12DX12U,N.A.,N.A.,0
1601170A00,310003406,CARAMELOS,CARAMELOS BLANDOS,MENTAS,CHAO PASTILLA CEREZA 12DX16U,N.A.,N.A.,0
1601170B01,310003406,CARAMELOS,CARAMELOS BLANDOS,MENTAS,EXP CHAO PASTILLA CEREZA 12DX16U,N.A.,N.A.,0
1601171A00,310007253,CARAMELOS,CARAMELOS DUROS,MENTAS,CHAO XTREME CEREZAX24DX100U,N.A.,N.A.,0
1601171B01,310007253,CARAMELOS,CARAMELOS DUROS,MENTAS,BONIF CHAO XTREME CEREZAX24DX100U,N.A.,N.A.,0
1601172A00,310008892,CARAMELOS,CARAMELOS BLANDOS,MENTAS,CHAO MENTAS FRUSH X12DX12U,N.A.,N.A.,0
1601173A00,310007820,CARAMELOS,CARAMELOS DUROS,MENTAS,MENTA HELADA FRUTALX24DX100U,N.A.,N.A.,0
1601174A00,310007572,CARAMELOS,CARAMELOS BLANDOS,MENTAS,CHAO PASTILLA SANDIA 12DX16U,N.A.,N.A.,0
1601177A00,310007547,CARAMELOS,CARAMELOS DUROS,MENTAS,MENTA HELADAX24DX100U,N.A.,N.A.,0
1601179A00,310005679,CARAMELOS,CARAMELOS BLANDOS,MENTAS,CHAO SURTIDO (X2) X6DX105U,N.A.,N.A.,0
1601181A00,310007835,CARAMELOS,CARAMELOS BLANDOS,CARAMELOS BLANDOS,BIANCHI CHOCOLATEX18DX100U,N.A.,N.A.,540
1601182A00,310008903,CARAMELOS,CARAMELOS BLANDOS,CARAMELOS BLANDOS,BIANCHI CHOCOLATEX18DX110U,N.A.,N.A.,0
1601183A00,310008898,CARAMELOS,CARAMELOS BLANDOS,CARAMELOS BLANDOS,BIANCHI CARAMELO SURT CHO&MAN 18DX100U,N.A.,N.A.,0
1601184A00,310008927,CARAMELOS,CARAMELOS BLANDOS,CARAMELOS BLANDOS,BIANCHI CARAMELO SURT CHO&MAN 18DX110U,N.A.,N.A.,0
1601185A00,310005607,OTROS,TURRONES,TURRONES,OH LA LA TURRON MANI 12D X12U,N.A.,N.A.,0
1601197A00,310007607,CARAMELOS,CARAMELOS BLANDOS,LECHE,RICATO CARAMELOX18DX50U,N.A.,N.A.,0
1601201A00,310005476,CARAMELOS,CARAMELOS DUROS,LECHE,RICATO CARAMELO DUROX18DX50U,N.A.,N.A.,0
1601202A00,310007357,CARAMELOS,CARAMELOS BLANDOS,LECHE,RICATO CARAMELO SUAVE X18DX50U,N.A.,N.A.,0
1601205A00,310006877,CARAMELOS,CARAMELOS BLANDOS,LECHE,RICATO CRAMELO RUSTICO X18DX50U,N.A.,N.A.,0
1601205B01,310003387,CARAMELOS,CARAMELOS BLANDOS,LECHE,BONIF RICATO CRAMELO RUSTICO X18DX50U,N.A.,N.A.,0
1601209A00,310007149,CARAMELOS,CARAMELOS BLANDOS,MENTAS,MENTA CHAO EN LINEA X12DX24UX5U,N.A.,N.A.,0
1601213A00,310004806,CARAMELOS,CARAMELOS BLANDOS,ACIDOS,REVOLCON CARAMELO FRIOX12DX50U,N.A.,N.A.,0
1601216A00,310007231,CARAMELOS,CARAMELOS BLANDOS,LECHE,BIG BEN POSTRES X18DX100U,N.A.,N.A.,0
1601217A00,310005927,CARAMELOS,CARAMELOS BLANDOS,LECHE,BIG BEN POSTRES X24DX50U,N.A.,N.A.,0
1601218A00,310008885,CARAMELOS,CARAMELOS BLANDOS,LECHE,BIG BEN POSTRES X30DX50U,N.A.,N.A.,0
1601221A00,310007117,CARAMELOS,CARAMELOS BLANDOS,LECHE,BIG BEN CARAMELO X24DX50U,N.A.,N.A.,0
1601223A00,310007895,CARAMELOS,CARAMELOS BLANDOS,LECHE,BIG BEN CLASICOS X18DX100U,N.A.,N.A.,0
1604001A00,310006953,CARAMELOS,CHUPETAS,CHUPETAS,LOKIÑO BOMBOM FRESA X15DX24U,N.A.,N.A.,0
1604006A00,310007639,CARAMELOS,CHUPETAS,CHUPETAS,BARRILETE BOMBOMX15DX24U,N.A.,N.A.,0
1604009A00,310005223,CARAMELOS,CHUPETAS,CHUPETAS,YOGGER CHUPETAX15DX24U,N.A.,N.A.,0
1604013A00,310007541,CARAMELOS,CHUPETAS,CHUPETAS,CHUPETA SUPERCOCOX24DX24U,N.A.,N.A.,0
1604021A00,310006948,CARAMELOS,CHUPETAS,CHUPETAS,CHUPETA SUPERCOCO POTEX6DX48U,N.A.,N.A.,0
1604023A00,310009283,CARAMELOS,CARAMELOS BLANDOS,CARAMELOS BLANDOS,REVOLCON GEL HIPER ACIDO 6DX12U,N.A.,N.A.,0
1604024A00,310007578,CARAMELOS,CHUPETAS,CHUPETAS,REVOLCON CHUPETA HIPER ACIDO 6DX12U,N.A.,N.A.,0
1604029A00,310007641,CARAMELOS,CHUPETAS,CHUPETAS,LOKIÑO BOMBOM STDOX15DX24U,N.A.,N.A.,0
1607001A00,310002604,CHICLES,CHICLES,CHICLES,LOKIÑO CHICLE BOMBAX24DX50U,N.A.,N.A.,0
1607005A00,310006842,CHICLES,CHICLES,CHICLES,OKA LOKA CHICLE  REVOLCONX12DX50U,N.A.,N.A.,0
1607006A00,310009036,CHICLES,CHICLES,CHICLES,OKA LOKA CHICLE POLVO POPS REVOLCONX12DX12U,N.A.,N.A.,0
