codigo_erp,referencia,categoria_gestion,subcategoria_1_gestion,subcategoria_2_gestion,descripcion_guia,clasificacion_py,equivalencia_py,peso_neto
0259188035,0259188035,,,,PPACK 2 EFECTIVIDAD TAT - SEPTIEMBRE 2021,,,
052952001,12278608,,,,PRO PLAN EXIGENT DOG SMALL BREED 6UX1KG BONIF,,,
70.11.02.004,70.11.02.004,,,,ETIQUETA  GLASSES BOLSA 4000 DURAZNO,,,
052068018,12309070,,,,DOG CHOW HEMBRAS X17KGX1U,,,
052937,12339691,,,,DOG CHOW CACH. R/PEQ CORA/SANOX1KGX8U BONIF,,,
073030001,1003545,,,,PIMIENTA NEGRA ENTERA BADIA 453.6GRX6U,,,
3425037B01,190102016,,,,1.5% P.E ACEITE DE SOYA 760 ML X 12 UND,,,
011199010,542814,,,,CUAD. COS ECOPLANET CUADX100HX30U,,,
071400049,071400049,,,,TAT MM - P24 LL26 LIMPIDO REGULAR460ML+ GRTS 01 TOALLA CLOROX EXPERT 15UND,,,
052380003,052380003,,,,(15%)PRO PLAN PUPPY SMALL BREEDX1KGX16U,,,
3404040B02,120402014,,,,3 TOMATE 500G CLASICA + 3 MAYO PREMIUM 400G (20%),,,
029220069,CO01849A,,,,(8.80%) JABON PROTEX AVENA X120GX72U,,,
240101035,240101035,,,,COMBO - MARGARINA 600GR+MAYONESA PREMIUN 200GR NONA PEPA,,,
003465,1030093108,,,,GRANOLA MANZANA X300GX12UN,,,
13.05.01.001,13.05.01.001,,,,N/A,,,
029185002,FCO31000A,,,,FABULOSO BEBE X500CCX24U (10%),,,
018422003,415001004,,,,BIBER MUNCHI B/ANGOSTA 4OZ X 72U,,,
029364006,US03668A,,,,DES LSS DERMA VIT E BARRAX45GX12U,,,
70.01.01.004,70.01.01.004,,,,ETIQUETA MAYONESA *470 AMERICANA NONA PEPA FLEXOLABEL SAS,,,
60.03.02.018,60.03.02.018,,,,EMPAQUE CAJA MAYONSA SUPERLIDER,,,
019012008,019012008,,,,FRUNA BALL+OINKX100+P.POP MORA GTS MENTAX100,,,
11.06.02.001,11.06.02.001,,,,MAYONESA GOURMET LOS PINO 1000 GRX20UNID,,,
052058035,052058035,,,,1 DOG CHOW 350GR GTS 1 SUAV FLOR PRIMV,,,
029220061,CO01853A,,,,(P.E) TAT JABON PROTEX MACADAMIA X120GX72U,,,
3190001B18,3190001B18,,,,GOMAS PLAY BY TROLLI MORDISCOS GTS 3 TROLLI SURT AZUL(NINJA SPLASH-ANILLOS-ANAY-MORG),,,
3190001B56,3190001B56,,,,8% P.E MIST MENTOLADO SURT + PIN POP POLVO XPLOSION CEREZA + PIN POP BUMBA SURT,,,
50.06.04.002,50.06.04.002,,,,POWDER QUAT A-S 3.4 KG TECNAS SA,,,
1337001B01,300698,,,,PG 4 ESPONJILLA BON BRILLX24DPX6U GTS 1 LIMPIDO REG 460ML,,,
044018002,01000000,,,,VASO PRISMA PETX10.OZX20PX50U,,,
075205035,02030505,,,,(P.E) HARINA AREPA REPA BLANCA 1000GRX20U,,,
0106150B03,61030384,,,,(5.3%) FABULOSO LT CLORO FRES/AMANECERX180MLX72U,,,
052305,11062360,,,,FANCY FEAST CHUNKY PATEDEHIGADO24X85G,,,
029406004,MX03683B,,,,CDC TOTAL CLEAN MINTX50CCX144U,,,
018845,471000174,,,,LIMP LIMPIA YA LAVANDA SACHETX40MLX12RX12U,,,
029351052,61004382,,,,(P.E) TAT MSS CLINICAL DRY CREMA TAPAX9GRX24DX20S,,,
029491037,CO00714A,,,,1 CEP 360º LUMINOUS+CDC LUMINOUSX75MLX12U,,,
029351055,61004382,,,,(10%) 1 MSS CLINICAL DRY CREMA TAPAX9GRX24UX1S,,,
11.03.01.005,11.03.01.005,,,,MAYONESA 90 G DISPLAY *12 GOURMET LA HUERTA SACHET,,,
60.03.04.050,60.03.04.050,,,,CLISE REF ME0042 CORRUGADO ACEITE 3000 ML NONA PEPA PAPELES CORRUGADO ANDINA,,,
70.10.01.005,70.10.01.005,,,,ETIQUETA ACEITE 2800 PALMA DOÑA PEPA,,,
003481,1030073535,,,,GRANOLA PASAS Y NUECES X500GX12UN,,,
052999091,052999091,,,,VISIBILIDAD ALPO OCTUBRE TRADICIONAL,,,
029231,BR03138A,,,,JAB. PROTEX MEN LIQ TRIPLE ACCIONX250MLX12U,,,
1304006B04,162399,,,,OFERTA MM NORAVER PAST NAR/MIELX12 GTS 1 HARINA REPA REPA 500GR,,,
074003013,1202,,,,(FC) COLADO MELOCOTON HEINZ FLEX 113GX24U,,,
50.09.19.009,50.09.19.009,,,,SABOR MOSTAZA LIQ,,,
029468011,VN00025A,,,,(21.90%) CEP PREMIER CLEAN HANGING MATTX144U,,,
003255003,737,,,,FIDEO FINO PREMIUMX250GX24U P.E (TAT),,,
029176003,CO01424A,,,,(P.E) FABULOSO LAVANDA X2000CCX6U P.E,,,
70.13.02.004,70.13.02.004,,,,ETIQUETA SALSA BBQ NONA PEPA 1000 GR FLEXOLABEL,,,
052111019,12200495,,,,LADRINA R/C ADU POLLO BRASA+VEGX1KGX8U P.E,,,
4001005B11,81000005,,,,MM PG 6 SUPREMO 200 GR GTS 2 SUPREMO FRESCURA NATURAL 240 GR,,,
3401036B01,110403002,,,,12% P.E MAYONESA 400 G  PREMIUM NONA PEPA DOYPACK  X 30 UND,,,
018911,481010101,,,,FIBRA ETERNA LIMPIADORAX12DX24U BONIF,,,
3107061A00,3107061A00,,,,PLAY TROLLI SURT (ANAC-MORG-NINJ-RAT)X1DPX24U,,,
3428046B03,200105003,,,,20% P.E GLASSE FRUIT KIWI 500 G DOYPACK X 24 UND,,,
014965018,500776,,,,CUBIERTA MINIBISEL CARTA COLOR HUMOX25U,,,
029116038,CO01272A,,,,(8.10%) AXION CREMA ALOEX235GX48U,,,
029180016,61003703,,,,FABULOSO ALT CLORO F/AMANECERX720MLX16U,,,
0801017B02,03238903001,,,,MM PG 5 LL 6 TOALLA HIGIENICA DMUJER NOCTURNA 4 ALAS 24DX8UND,,,
4001009B14,81000006,,,,8% 12 UND SUPREMO 300 GR,,,
029116908,61031217,,,,(BONIF) AXION LIQUIDO LIMON 180MLX48U (SIN TAPA),,,
069330001,069330001,,,,TAT-6 BARRA DERSA AZUL X250GR GTS 1 LAVALOZA TOP 180ML,,,
029189045,CO01102A,,,,(12.40%) MM FABULOSO BEBE DPACKX200CCX72U,,,
052990,12282745,,,,DCHOW FEST PLLTROZJUGOSOX100GX24U BONIF,,,
029394012,MX03183A,,,,(TPR) 2 DES LSS  ROL FLORAL FRESHX50MLX12U P.ESP,,,
029188021,029188021,,,,PPACK EFECTIVIDAD TAT - JUNIO 2021,,,
18.05.01.003,18.05.01.003,,,,MARGARINA 600G- PROCESO,,,
076083,076083,,,,BIPACK GASEOSA COLOMB+MANZ 3.125LT GTS VUVUZELA,,,
052999038,052999038,,,,CONCURSO DUELO DE GIGANTES JULIO,,,
052486001,12396695,,,,(10%) EXCELLENT ADUL CAT SMART 3KGX6U,,,
071400924,13020,,,,BARRA DERSA AZUL X250GRX25U BONIF,,,
071400074,071400074,,,,3 YODORA TUBO12GR GTS 1 SUAV PRIMAVERAL 760ML,,,
052069040,12282799,,,,DCHOW CENA DE PAVO TROZJUGOSOBSA24UX100G,,,
031001004,4200505,,,,P11 LL12 PH NUBE EXTRA GDE 3H E.IX4OFX12U,,,
071400005,634946,,,,(TAT) LIMPIDO REG.M/USOSX460MLX24U P.E,,,
075205020,075205020,,,,6 HARINA AREPA 1KG + 1 ARVEJA VERDEX500 GR,,,
029180022,029180022,,,,PPK MM - 06 FABULOSO 1000MLML GTS 02 FAB VIOLETA 500ML,,,
029189032,61023849,,,,(15.80%) FABULOSO ALT CLORO ULT FRES/CITRICAX200CCX72U,,,
003253001,1000300626,,,,COMBO P6 LL8 SPAGUETTI PREMIUMX250G,,,
70.09.02.023,70.09.02.023,,,,ARTES/ARTES D6697 TOMATE ECONOMICA 4000G NONA PEPA  ALICO,,,
078012,078012,,,,CAJA GALLETA OREO RELLENA ORIGINAL 432GX12U,,,
70.09.02.003,70.09.02.003,,,,ETIQUETA ACEITE 900 SOYA LA HUERTA,,,
044205,00000006,,,,CONTENEDOR DOM. BISAGRA P1X10PX20U,,,
052304007,052304007,,,,PG 6 GTS 2 FANCY FEAST CASSEROLE CARNE X85GX24U,,,
17.05.01.002,17.05.01.002,,,,N/A,,,
074006,1007,,,,COLADO MANGO HEINZ 113GX24U,,,
037005008,4947,,,,OF P. AA ENERGX1DPX10T GTS 1SUAV 210ML,,,
60.01.04.042,60.01.04.042,,,,BOLSA ESTAMPADA BBQ 1000 NONA PEPA ALICO,,,
052960003,052960003,,,,TAT-MM GATSY PESCADOX17KG+1 PLUMROSE 55GR,,,
052058901,61020303,,,,BONIF SUAV COMPL FLOR PRIMAVERAX160MLX56U,,,
018422004,415001005,,,,BIBER MUNCHI B/ANGOSTA 8OZ X 72U,,,
2855017B01,12570704,,,,2 EXCELLENT URINARY 1 KG + 1 EXCELLENT ADULTO 3 KG GTS EXCELLENT KITTEN 1 KG,,,
029220901,CO01230A,,,,(BONIF) AXION LIQUIDO LIMONX180MLX48U,,,
1619053A00,1619053A00,,,,BIANCHI CHOCOLATINAX12DX12U,,,
052049001,12307649,,,,ARENILLA TIDY CATS 24/7 PERFX6.35KGX3U,,,
031030,4200078,,,,PH NUBE MAX BCO STD 3HX4DX12U,,,
019004001,03289,,,,PIN POP BUMBA GIGANTE FRESAX16DX24U P.E,,,
4001006B01,4001006B01,,,,PG 12 SUPREMO MULTIUSOS 200GR GTS 2 SUPREMO FRESCURA NATURAL 240GR,,,
052111017,12371595,,,,LADRINA RECAS ADU CAR PARR-VEG X2KGX6U P.E,,,
60.01.06.011,60.01.06.011,,,,ENVASE SALSA 370 ML 38 MM 26 GR (PREMIUM) PETPACK,,,
029400001,CO02079A,,,,CDC MENTAX150CCX48U 44%,,,
029116011,029116011,,,,PPACK 2 TAT - P8 LL9 AXION SURT 235G,,,
029197002,CO01877A,,,,(6%) JABON PALM FRUT BOSQ&A/COCOX120GRX72U,,,
029197010,CO01878A,,,,JABON PALM ALM&OMEGA3X120GRX72U,,,
029068903,61012621,,,,SUAVITEL NATURALSX180MLX48U BONIF,,,
50.19.01.002,50.19.01.002,,,,COPOLIMERO I 602C55ND *25 KG ESENTTIA,,,
074019002,2104,,,,P1 LL3 KETCHUP HEINZ DPACK 800GX4OF,,,
1601089A00,310004284,,,,OKA LOKA UNICORNIOX16DX24U,,,
91.01.06.01,91.01.06.01,,,,LIMPIADOR FABULOSO LAVANDA 5L,,,
029396007,FMX02905,,,,LSS DOBDEF AERO FL FRX100GRX12U+1PALX75,,,
1616001A00,310007012,,,,BARRA CEREAL SUPERCOCOX12DX12U,,,
0124012B01,61049728,,,,(30%) 2 CEPILLOS COLGATE TA BLANCURAX12U,,,
60.01.04.084,60.01.04.084,,,,BOLSA COIMPRESION X4 MAYOGOURMET200-ROSAD200-MOST200-TOMAT 200 ALICO D01040,,,
052477900,12367348,,,,PRO PLAN VET/DIET CN 24UX5.5OZ BONIF,,,
003148,1020283658,,,,PASTA CONCHA GRANNYX1000GX12U,,,
2813149A00,12399380,,,,DOG CHOW ADU. R/PEQ XLIFEX4KGX6U,,,
044073015,00010,,,,P10 LL11 PAPEL ALUM TUC DOMES CAJAX7MTSX11U,,,
50.13.01.001,50.13.01.001,,,,PULPA DE CIRUELA *10KG CASA PANADERO,,,
029068032,61002720,,,,(13%) SUAVITEL PRIMAVERAL X200MLX48U,,,
002037004,20714,,,,SERV. FAMILIA DECORADA DISNEYX36PX100U,,,
058025001,4000469,,,,LUMBALX24T,,,
9943053A00,1776904,,,,RESALT SHARPIE MAJOR AMARILLOX12DX12U,,,
017903,3751,,,,BOL. KILOMETRICO RETR.300 ROJOX1U,,,
2813137A00,12399372,,,,DOG CHOW ADU. R/PEQ XLIFEX475GX18U,,,
071400061,071400061,,,,TAT MM P24 LL 26 LIMPIDO REGULAR 460 ML,,,
052999127,052999127,,,,STICKER CANECA KILO A KILO D/CHOW S/COLOR ADUL MED GRANDES,,,
075004001,01011640,,,,PE ATUN BCDO MAR EN AGUA 160GRX48U,,,
029185009,029185009,,,,PPK 1 TAT- P11 LL13 FABULOSO DPACKX200CC + 03 SACHET 40ML,,,
1622021A00,310005651,,,,BIANCHI MINI MALTEADAX12DX60G,,,
052053904,12511751,,,,BNIF DCHOW CACH  R/PEQ S/COLORANX350X24U,,,
052950016,052950016,,,,CONCURSO FDV HULK JULIO,,,
052040,12238432,,,,FELIX SENS PAVO EN SALSAX85GRX24U,,,
70.22.01.012,70.22.01.012,,,,ETIQUETA QUESO MOZZARELLA BLOQUE 240GR - CALDEFLEXO,,,
029176001,CO01424A,,,,FABULOSO LAVANDA X2000CCX6U P.E,,,
2801051A00,12592256,,,,FELIX ADUL MEGAMIX POUCH 24UX85GR,,,
2225005A00,150801001,,,,MOSTAZA GRANNY RINDE/SABOR 4000GRX5U,,,
0422013B01,471000253,,,,MM PG 9 DETER LIQ LIMPIA YA 1000ML GTS 3 LAVALOZA LIQ LIMON 500ML,,,
70.13.10.004,70.13.10.004,,,,ETIQUETA SALSA HUMO NONA PEPA 1000 GR,,,
052901001,12295118,,,,PRO PLAN PUPPY COMPLETEX1KGX6U BONIF,,,
003315001,70130,,,,2 A. OLIVA 500ML(EXVIRG+PURO)X4U GTS OLIVD 500ML,,,
70.13.05.007,70.13.05.007,,,,ETIQUETA SALSA INGLESA NONA PEPA 165 GR,,,
071902001,1146466,,,,MM DISPENSADOR PÑ WINNY ET 3,,,
26.01.01.010,26.01.01.010,,,,AREQUIPE NONA PEPA 30 GRS SACHETS,,,
11.01.02.007,11.01.02.007,,,,MAYONESA 90 G RISTRA *12 GOURMET DOÑA PEPA SACHET,,,
029403069,CDC30+3,,,,PPK TAT - P32 LL36 TRIPLE ACCION 60ML,,,
0416005B01,471000263,,,,P.E DESENGRASANTE CITRICO LIMPIA YA 500MLX24U,,,
029403008,MX05227A,,,,(6.2%) CDC TRIP ACC EXT FRESCURAX63MLX72U,,,
019025002,05340,,,,GOMAS PLAY TROLLI MONERIASX6DX50U,,,
058008,4000458,,,,SEVEDOL X 24T,,,
069213,4995,,,,DETERGENTE AS PODER AZUL X3000GX6U,,,
1325057B02,116112,,,,9.7% P.E PÑ WINNY ULTSEC ET4X100U,,,
029354011,FMX02902,,,,DEO MEN SS 24/7 AERO COOL NIGHTX100GX12U 50%EMP,,,
052950035,052950035,,,,PLAN DOMICILIO JUNIO,,,
029185029,029185029,,,,PPK 18 TAT- P11 LL13 FABULOSO DPACKX200CC + 03 SACHET 40ML,,,
016257,210002282,,,,TRULULU MASMELOS MINIX4DX24S,,,
26.01.01.003,26.01.01.003,,,,AREQUIPE ESPARCIBLE -REPOSTERIA 500 GR NONA PEPA,,,
80.01.02.009,80.01.02.009,,,,LECHE POLVO BOLSA ZY MIL 380 PARMALAC,,,
2222001B03,120702002,,,,P.E SALSA TOMATE NAPOLI 250GRX60UND DOYPACK,,,
024128,99901,,,,CUAD. COS GD CUAD SCR LALALOOPSYX100HX60U,,,
3107065B02,7772,,,,TROLLI MAGENTA BONIFX24U,,,
016217901,310005855,,,,BONIF TRULULU GUSANOS X96UX90GR,,,
075003020,075003020,,,,COMBO 2 ATUN ACEITE 140GR P.E,,,
029220135,029220135,,,,PPACK TAT - P16 LL17  PROTEX SURTIDO 120G GTS 01 PROTEX 180ML,,,
2843021A00,12375701,,,,PRO PLAN PUPPY SMALL BREEDX3.5KGX4U,,,
052058029,052058029,,,,TAT PG 4 ALPO ADUL T/LOS TAMAÑOSX400GR GTS 1 DOG CHOW 350,,,
071228053,071228053,,,,1 BULTO PÑ ET3X8DPX30U+TOAX10U ALOE GTS 16 BOTELAS DE LIMPIDO,,,
41.01.01.001,41.01.01.001,,,,NATILLA LA HUERTA SABOR TRADICIONAL X300GR,,,
052942,12315107,,,,DENTALIFE S/M DOG TREAT 17GX200U BONIF,,,
029355005,MX03188A,,,,(TPR) 2 DEO MSS XTREME ULTRA ROLLONX50MLX12U,,,
70.01.04.004,70.01.04.004,,,,ETIQUETA MAYONESA *3350 PREMIUM DOÑA PEPA,,,
0109160B02,CO01881A,,,,(20%) JAB.PALM YOGURT&FRUTAX120GRX24DPX3U,,,
074003002,1003,,,,COLADO MELOCOTON HEINZ 113GX24U P.E,,,
3410008B03,150401011,,,,NAPOLI 1 DISPLAY * 6 U MOSTAZA 90 GR + 3 ACEITES SOYA 110 ML NAPOLI,,,
052961001,12315037,,,,DURO DE ROER OSSINHOX150GRX15U BONIF,,,
70.02.04.003,70.02.04.003,,,,ETIQUETA TOMATE 1000 CLASICA LA HUERTA,,,
80.01.02.004,80.01.02.004,,,,LECHE EN POLVO ENTERA 200 GRA PARMALAT,,,
60.01.04.056,60.01.04.056,,,,ARTES/OV/722293 MAYONESA AMAERICANA *200 ALICO C46195,,,
2507029B02,01021621,,,,3% P.E SARDINA OVAL BCDO/MAR TOMATE 400GX48U,,,
071908013,634946,,,,LIMPIDO REG.M/USOSX460MLX24U BONIF,,,
052999005,052999005,,,,CONCURSO FUERZA DE VENTAS ABRIL MAYO,,,
50.04.01.007,50.04.01.007,,,,BONIFICACION POR CALIDAD DE ACEITE GRAVA,,,
071080004,802828,,,,BONPLUSX18+NOR BNOCHEX7+DURAFEX5,,,
80.01.01.005,80.01.01.005,,,,LECHE UHT BOLSA ZYMIL X 450,,,
052902007,12480756,,,,GATSY PESCADO ARR/ESPINX250GX24U BONIF,,,
029119904,CO01748A,,,,AXION CREMA LIMONX150GX72U BONIF,,,
0401161A00,600000031,,,,GTE PROTEX C  65 XL T9,,,
052058024,052058024,,,,DOG CHOW ADU R/ PEQ P15LL17+ALPO22KGTS4 DOG CHOW 350,,,
018622,471000153,,,,LIMPIADOR M/USO ETERNA FLORALX470CCX24U,,,
052904,12230234,,,,DOG CHOW CACH. R/PEQ X400GX20U BONIF BULTO,,,
052426001,12295046,,,,PRO PLAN ADUL DOG 7+ SMALL BREEDX3KX6U,,,
003013002,1000044501,,,,CODO PREMIUN X250GRX24U P.E (SSM-MM),,,
029353097,029353097,,,,PPK TAT 6 (1 SACHET MSS CLINC) X10GRX18S GTS 01 SACHETON,,,
003640011,1212072787,,,,(20%) CAJA  MARGARINA SUAVE NAPOLYX200GR,,,
4310005A00,4002,,,,VINAGRE HEINZ 3000MLX4U,,,
037354001,4930,,,,CARGADOR MINI ENERGIZER BAT AA-AAA+2PAAX6U,,,
019085,03989,,,,MECHAS LOCAS MINIONS BANANOX10DX6U,,,
3190001B21,3190001B21,,,,TAT FRUNAS DOBLE COLOR TUBO HALLOWEEN + FRUNAS ESPACIALES FRUTOS ROJOS GTS 1 BOMBONERA,,,
2219021B03,110903001,,,,MM 6 MAYO  REAL 5 %,,,
029219018,FCO92078,,,,JABON PROTEX LIM PROFUNDAX130GRX24DP*3,,,
029067013,CO01443B,,,,SUAVITEL AROM MANZ FRUT ROJOX210MLX48U,,,
018764900,482010514,,,,BONIF MALLA ESPONJA LIMPIA YAX48UX1U POR COMPRA 6 LIMP REG,,,
60.06.04.018,60.06.04.018,,,,ETIQUETA SELLOS DE ADVERTENCIA SODIO GRASA SATURADA PAREJA VERTICAL 301mm,,,
052935,12309081,,,,DOG CHOW CACHORRITAS X1KGX8U BONIF,,,
1307003B02,93060,,,,OFERTA MM IBUFLASH MIGRAN MKX1DPX12CAP GTS 1 ALGODON MK 25GR,,,
0404142B01,482010310,,,,TAT PG 2 ESPONJA LIMPIA YA ORO PLATA X12U GTS 1 LAVALOZA LIQ LIMON 500ML,,,
029999013,029999013,,,,ACTIVIDAD  - HALLOWEEN ,,,
074010900,K013,,,,KETCHUP HEINZ SQUEEZE PET 567G 20.OZX12U BONIF,,,
074110,2215,,,,MANI PLANTERS SALTED PEANUTS 28GRX12DPX24U,,,
2813137A00,12399372,,,,DOG CHOW  ADU. R/PEQ XLIFEX475GX18U,,,
052068003,12230235,,,,DOG CHOW CACH. R/PEQ BOLSAX2KGX6U,,,
052014,12124451,,,,CAT CHOW VIDA SANAX450GRX12U,,,
016410,210004669,,,,BARRA ORIGAMI NUECES SURT BOLSAX12DX3U,,,
70.01.03.007,70.01.03.007,,,,ETIQUETA MAYONESA *900 GOURMET LA HUERTA,,,
071236013,145419,,,,PÑ WINNY ULTSEC ET4X4DPX50U+6COLADOS GTS 2 LIMPIDO,,,
73.05.06.003,73.05.06.003,,,,ETIQUETA MOSTAZA 4000g ECONOMICA NONA PEPA IMPREX PUBLICIDAD,,,
044024001,00700206,,,,VASO BAR DOMINGO POLICOLORX7OZX60PX50U,,,
003207,17007,,,,FIDEO FINO TRADICIONAL GRANNYX125GX48U,,,
003450001,640,,,,P2 LL3 GRANOLA GRANNY PAS&NUE X300GX4OF,,,
069264003,069264003,,,, TAT-P6 LL7 AS VINAGRE LIMON 125GR,,,
0106014B03,CO01745A,,,,(15.8%) AJAX BICARBONATO NAR/LIMX180CCX72U,,,
003152005,1020320459,,,,PASTA MACARRONCITO GRANNY X1000GX12U,,,
029467007,VN00025A-PPK,,,,PPACK TAT CEP HANG/MATTX1DX12U GTS  4 SACHET CLINICAL,,,
2207009B01,200203001,,,,P.E GLASSE GRANNY CHOCOLATE 500GRX36U,,,
1331031B02,1331031B02,,,,3 CLOROX POWER GEL REGULAR 500ML (20%),,,
240104001,240104001,,,,COMBO - SALSA SAZONADORAS SURTIDAS LLEVE 13 PAGUE 12 VANSANZON,,,
1301017B02,734318,,,,3 KOLA MK KOLA DAPCK 400G (10%),,,
018903,018903,,,,MERCADEO Y PUBLICIDAD,,,
003152,1020215225,,,,PASTA MACARRONCITO GRANNY X500GX12U,,,
071236015,145419,,,,MM - PÑ WINNY ULTSEC ET4X4DPX50U GTS 01 LIMPIDO,,,
071236014,110152,,,,MM - PÑ WINNY ULTSEC ET4X8DPX30U GTS 01 LIMPIDO,,,
052369001,12314734,,,,P/PLAN RED/CAL DOG R/MEDX3KGX6U GTS RED/CAL 1K,,,
11.04.03.004,11.04.03.004,,,,MAYONESA 3200 G BAND *4 PREMIUM NONA PEPA,,,
052064003,12213181,,,,DOG CHOW ADU RM/GDE. (4K+2KG)X4U,,,
052999042,052999042,,,,DESAYUNOS NEG REDONDO,,,
029067119,029067119,,,,PPK 9 TAT P14 SUAVITEL X200ML GTS 02 SUAV 360ML,,,
052979,12255295,,,,EXCELENTE DOG PUPPY CHICKENRICEX3KG BONIF,,,
052999116,052999116,,,,STICKER GRANEL FELIX,,,
60.01.04.012,60.01.04.012,,,,BOLSA ESTAMPADA MAYONESA PREMIUM 800 NONAPEPA ALICO,,,
071069,90092,,,,DURAFEX ESPALDA X1DPX6CAP LIQ,,,
90.01.01.001,90.01.01.001,,,,SALCHI RES MILONCHI X 1300,,,
60.04.01.001,60.04.01.001,,,,TAPA AMARILLA #28,,,
052916001,12376529,,,,EXCELLENT FORMULA ADULT 1KGX8U BONIF,,,
003491,1030035119,,,,GRANOLA GRANNY CER. TROP.12UNX6X50G,,,
70.09.02.013,70.09.02.013,,,,ARTES/ARTES TOMATE ECONOMICA 4000G NONA PEPA  ALICO D06697,,,
019012006,019012006,,,,TROL MORGX50+P.P COOL+BIA ARTX50 GTS P.P CARM,,,
003681,70103,,,,TOMATES AJO Y CEBOLLA DEL MONTE 411GRX12U P.E,,,
069330002,069330002,,,,MM-6 BARRA DERSA AZUL X250GR GTS 1 LAVALOZA TOP 180ML,,,
075167001,01021621,,,,(P.E) SARDINA OVAL BCDO/MAR TOMATE 400GX48U,,,
50.09.16.001,50.09.16.001,,,,SABOR HUMO LIQUIDO *25KG GREEN FLAVORS,,,
069230,61303,,,,DETERGENTE AS FLORAL X500GX40U,,,
052904011,12399372,,,,DOG CHOW ADU. R/PEQ XLIFEX475GX18U BONIF,,,
029926,FMXE11146A,,,,CDC TRIPLE ACCIONX22CCX1U BONIF (BONIF GATSY),,,
240101044,240101044,,,,COMBO -MARGARINA 600 GR OFF 5% NONA PEPA,,,
2846005A00,12448695,,,,PRO PLAN KITTEN 7.5KG,,,
052095,12240601,,,,SMOOCHIES TIRA DE ASADOX65GX36U,,,
20.02.02.002,20.02.02.002,,,,GLASSE MORA 1000 GR GRANNY DOYPACK,,,
071256022,071256022,,,,TAT 3 TUBO YODORA CREMAX12GR GTS 1 DERSA125GR,,,
4301021A00,1202,,,,COLADO MELOCOTON HEINZ FLEX 113GX24U,,,
60.04.09.005,60.04.09.005,,,,PREFORMA 15 GR SMI COLOMBIA,,,
00.00.01.042,00.00.01.042,,,,GASTOS ALMACENAJE CARGILL POR DEMORA,,,
044055016,00001,,,,TENEDOR MINI RUMBA PLATINUMX50PX40U,,,
073039001,1003961,,,,SAZON TROPICAL BADIA 793.8GRX6U,,,
029403040,61009991,,,,(8.8%) CDC TRIPLE ACCIONX60MLX72U MM,,,
70.18.01.004,70.18.01.004,,,,ETIQUETA LECHE CONDESADA TETERO *1000GR,,,
052486002,12396695,,,,(20%) EXCELLENT ADUL CAT SMART 3KGX6U,,,
052995,12315009,,,,DENTALIFE S/M DOG TREAT X198GX4DP BONIF,,,
052412001,12294313,,,,PRO PLAN REDUCED CALORIE CAT X3KGX6U 20%,,,
1337005B02,362690,,,,PG 1 DOBLE USO BON BRIL JUNIORX12U GTS 2 LIMPIDO REG 460ML,,,
052985,12408257,,,,PRO PLAN VET/DIET CANINE EN12UX13.4OZ BONIF,,,
002072007,32641B,,,,PAÑ FAM CHIC DISP.BLLO THX12DX10X10H+1 LIBRETA,,,
80.01.01.004,80.01.01.004,,,,LECHE ENTERA 450 UHT PROLECHE,,,
50.09.18.001,50.09.18.001,,,,ESENCIA MOSTAZA LIQ,,,
029189042,CO02056A,,,,(12.40%) MM FABULOSO ALT CLORO F/AMANECER DPX200CCX72U,,,
029185069,029185069,,,,PPK 22 TAT- P11 LL13 FABULOSO DPACKX200CC + 03 SACHET 40ML,,,
4004001B06,81000281,,,,PG 6 LAVALOZA  150GR + 3 LAVALOZA 225GR GTS 2 LAVALOZA 150GR,,,
60.01.04.047,60.01.04.047,,,,BOLSA ESTAMPADA MOSTAZA 1000 NONA PEPA ALICO,,,
029182001,FCO22514A,,,,(5.1%) FABULOSO LAVANDA X500CCX24U,,,
019016001,05099,,,,FRUNAS PLANA LIGA JUSTICIAX16DX30U,,,
3437003B03,260103011,,,,8% P.E DULCE DE LECHE EDIC. NAVIDAD NONAPEPA  200GR X 24 UND,,,
071090024,071090024,,,,TAT SAL FRUT LUAX22+KOLAX6+IBFMGX14 GTS 1 ALCOHOLX350 ML,,,
029083005,029083005,,,,PPK MM P6 LL7 SUAVITEL SURT 430/400ML,,,
003673004,1222072305,,,,(15%)  MARGARINA SUAVE NAPOLI 400GRX12U,,,
029200003,029200003,,,,TAT2 -  P5 LL6 JABON PALMOLIVE SURT 120GR,,,
2890901B10,2890901B10,,,,2FELIX GATICO + 2 FELIX DELICIOUS GTS 1 PACK D/CHOW HUMEDO,,,
003152015,1020225232,,,,PASTA PLUMA GRANNY X1000GX12U P.E,,,
003480003,639,,,,PG 2 LL 3 GRANOLA GRANNY TROPICALX300GX4U,,,
003672001,003672001,,,,P.E SALSA TOMATE GRANNY RINDE/SABOR 4000GRX5U,,,
071475003,632162,,,,P.E ALAMBRE BON BRIL X24DPX18UND,,,
60.03.07.001,60.03.07.001,,,,CAJA CARTON AREQUIPE 250 BOXCARTON SAS,,,
029067018,61002715,,,,(13%) SUAVITEL COMPLETE LAVANDAX180MLX48U,,,
029189017,CO01101A,,,,TAT FABULOSO LAVANDA DPACKX200CCX72U,,,
044087004,044087004,,,,PITILLOS ENVUELTO DOMINGO 19CMX50PX200U,,,
